id,eventId,section,sectionId,sectionMapName,sectionType,row,seat,seatFrom,seatTo,seatFromInternal,hasSeatDetails,hasSeatDetailsExpansion,availableTickets,formattedFees,showRecentlySold,showPartnershipLogo,availableQuantities,ticketClass,ticketClassName,maxQuantity,hasListingNotes,listingNotes,listingNoteBuckets,rowId,isUsersListing,isPreUploaded,rowContent,isSpeculativeRow,rawPrice,price,formattedTotalPrice,ticketTypeId,ticketTypeName,ticketTypeGroupId,listingTypeId,listingCurrencyCode,buyerCurrencyCode,faceValue,faceValueCurrencyCode,vfsUrl,formattedActiveSince,formattedDealScore,isSeatedTogether,showVfsInListing,hideSeatAndRowInfo,isUnmappedSection,aipHash,isMLBVerified,createdDateTime,showCheapestTag,showBestDealTag,showBestDealInSectionTag,showFanFavoriteTag,showBestViewTag,showTopChoiceTag,topChoiceBucket,isMostAffordable,winningMerchTags,isZoneTicketClass,isSponsored,isSponsoredSecondary,isMirrorListing,crossSellSource,isCheapestListing,isFavorite,aggregateFavorites,listingId,canBeRelisted,listingImpressionId,isBetterValueListing,hasRowLevelVfs,isDealScoreEligibleForDisplay,inventoryListingScore.starRating,inventoryListingScore.dealScore,inventoryListingScore.seatQualityScore,bestPriceTagMessage.message,bestPriceTagMessage.disclaimer,bestPriceTagMessage.hasValue,bestPriceTagMessage.featureTrackingKey,listingHighlightData.highlightSiteMessagesWithType,listingHighlightData.listingNoteIdsReplacedByHighlight,strikeThroughPrice,strikeThroughDiscountPercent,strikeThroughAmountOff,lastTicketInSectionMessage.message,lastTicketInSectionMessage.hasValue,suppressedMerchTags,bestSellingInSectionMessage.message,bestSellingInSectionMessage.disclaimer,bestSellingInSectionMessage.hasValue,bestDealTagMessage.message,bestDealTagMessage.hasValue,bestDealTagMessage.featureTrackingKey,bestViewTagMessage.message,bestViewTagMessage.disclaimer,bestViewTagMessage.hasValue,bestViewTagMessage.featureTrackingKey
13131180435,153020449,316,122909,316,2,13,14_14,14,14,14,False,False,1,,False,False,[1],407,Upper,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",703860,False,False,Row 13,False,2070786,"¥2,070,786","¥2,070,786",10,Mobile Transfer ticket,3,1,USD,JPY,,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122909/0.jpg?im=Resize=(500,271)&v=771",23 days ago,5,False,False,False,False,FiR7Dxf%2b9RhaojEg0K8ofMzIOwV%2fl0to%2fB6U1VC02nc%3d,False,2026-06-24T15:01:03.1330000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13131180435,False,DFDE7E4D-4938-47A6-987C-24209D8AC38C,False,False,True,3,5.331332095147426,0.8068280863,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],"¥4,170,346",50.0,"¥2,099,560",,,,,,,,,,,,,
13389005105,153020449,225A,1530785,225A,2,4,_,,,,False,False,3,,False,False,"[1, 3]",471,Middle,3,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1593617,False,False,Row 4,False,2075112,"¥2,075,112","¥2,075,112",10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/471_1530785/0.jpg?im=Resize=(500,271)&v=771",3 hours ago,9,False,False,False,False,uyaKi2uFjRAIwzm7jf9PUCw%2fyMqEnsnhA6ROCxJ1NKU%3d,False,2026-07-18T05:09:24.4570000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13389005105,False,337EB4D0-C4B3-4099-9DF7-9DEFD5E36F8B,False,False,True,5,8.89390884865012,1.297047225,,,,,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13386456800,153020449,Supporters Club,2439116,Supporters Club,2,6,_,,,,False,False,1,,False,False,[1],1068,Hospitality,1,True,"[{'listingNoteId': 1025, 'listingNoteContentId': 2446491, 'formattedListingNoteContent': 'Includes unlimited food and soft drinks', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 2446492, 'formattedListingNoteDescription': 'Includes unlimited food and soft drinks'}, {'listingNoteId': 2344, 'listingNoteContentId': 4216766, 'formattedListingNoteContent': 'Includes Offsite Hospitality', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'formattedListingNoteDescription': ''}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 7, 'formattedListingNoteContent': 'Food & beverages', 'displayOrder': 7, 'showsRawNoteText': False}, {'listingNoteBucketId': 0, 'formattedListingNoteContent': 'Includes Offsite Hospitality', 'displayOrder': 30, 'showsRawNoteText': True, 'sourceListingNoteId': 2344}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",4837383,False,False,Row 6,True,2097659,"¥2,097,659","¥2,097,659",10,Mobile Transfer ticket,3,1,GBP,JPY,2000.0,GBP,"https://img.vggcdn.net/img/vfsimage2/812551/1068_2439116/0.jpg?im=Resize=(500,271)&v=771",11 hours ago,10,False,False,False,False,o1N5KpHRvJzns8ERB%2fZq4Xbt7f3XMN42e3X%2f60KrTKo%3d,False,2026-07-17T21:46:18.4730000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13386456800,False,D98E112A-5E0F-43DC-AE96-46FB95F1C65F,False,False,True,5,9.636379744629966,1.577970786,,,,,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13387902394,153020449,204,122837,204,2,11,_,,,,False,False,4,,False,False,"[1, 2, 4]",471,Middle,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",702763,False,False,Row 11,False,2101977,"¥2,101,977","¥2,101,977",10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/471_122837/0.jpg?im=Resize=(500,271)&v=771",7 hours ago,6,False,False,False,False,%2blBxrqh3g%2bhH4VtSKTXn66yi1r9gw9qzi4a6QhoyDjw%3d,False,2026-07-18T01:20:31.6400000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13387902394,False,5B44FE74-DD27-4C31-B97D-6349DF94774D,False,False,True,3,6.114503048124362,0.8945174088,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13386258770,153020449,341,122934,341,2,18,_,,,,False,False,6,,False,False,"[1, 2, 3, 4, 6]",407,Upper,6,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704412,False,False,Row 18,False,2112293,"¥2,112,293","¥2,112,293",10,Mobile Transfer ticket,3,1,USD,JPY,8340.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122934/0.jpg?im=Resize=(500,271)&v=771",11 hours ago,5,False,False,False,False,qholvpIzA0%2fW3h37PTEp3nXKkn9dBfafvH4zeO7CqGA%3d,False,2026-07-17T21:07:11.2430000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13386258770,False,36E3E30E-A80F-4C1D-83A7-AAD08C933772,False,False,True,3,5.163631391583459,0.8083873733,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,Last tickets,True,,,,,,,,,,,
13388955631,153020449,319,122912,319,2,1,3_3,,,3,False,False,1,,False,False,[1],478,Loge,1,True,"[{'listingNoteId': 2025, 'listingNoteContentId': 3415843, 'formattedListingNoteContent': 'Front Row of Section', 'listingNoteTypeId': 6, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3415843, 'formattedListingNoteDescription': 'Front Row of Section'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 14, 'formattedListingNoteContent': 'Front Row of Section', 'displayOrder': 14, 'showsRawNoteText': True, 'sourceListingNoteId': 2025}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1591109,False,False,Row 1,False,2142936,"¥2,142,936","¥2,142,936",10,Mobile Transfer ticket,3,14,USD,JPY,0.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/478_122912/0.jpg?im=Resize=(500,271)&v=771",4 hours ago,7,False,False,False,False,zkIyVyw03zOXLP42oU8dQueDywfNr%2bVsOG3mlHJxeq0%3d,False,2026-07-18T05:03:44.6170000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13388955631,False,82F4C944-59D8-4B2E-BA47-2CC17E838392,False,False,True,3,6.786995672369365,0.9903846434,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}, {'message': 'Front Row', 'qualifier': 'Best seats in the house', 'hasValue': True, 'messageType': 'FirstRowTicketAttributeBased'}]",[2025],,,,,,,,,,,,,,,,
13388733832,153020449,205A,1530775,205A,2,3,3_3,3,3,3,False,False,1,,False,False,[1],471,Middle,1,True,"[{'listingNoteId': 2027, 'listingNoteContentId': 3415845, 'formattedListingNoteContent': 'Third Row of Section', 'listingNoteTypeId': 6, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3415845, 'formattedListingNoteDescription': 'Third Row of Section'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 14, 'formattedListingNoteContent': 'Third Row of Section', 'displayOrder': 14, 'showsRawNoteText': True, 'sourceListingNoteId': 2027}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1593534,False,False,Row 3,False,2144476,"¥2,144,476","¥2,144,476",10,Mobile Transfer ticket,3,1,USD,JPY,7630.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/471_1530775/0.jpg?im=Resize=(500,271)&v=771",4 hours ago,8,False,False,False,False,oBHH45jmBw3j64cRo20WiLewpAQ841HzhNQ1CGSVZ7E%3d,False,2026-07-18T04:33:03.0530000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13388733832,False,8F4F2996-8EE2-409B-9D77-AFD3DA91A891,False,False,True,4,7.983961642152091,1.148005168,,,,,"[{'message': 'Great Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}, {'message': 'Third Row', 'qualifier': 'Excellent proximity to the action', 'hasValue': True, 'messageType': 'ThirdRowTicketAttributeBased'}]",[2027],"¥2,843,403",25.0,"¥698,927",,,,,,,,,,,,,
13388321729,153020449,205A,1530775,205A,2,2,_,,,,False,False,4,,False,False,"[1, 2, 4]",471,Middle,4,True,"[{'listingNoteId': 810, 'listingNoteContentId': 2446052, 'formattedListingNoteContent': 'Actual 2nd row of section', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 2446053, 'formattedListingNoteDescription': 'Actual 2nd row of section'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 14, 'formattedListingNoteContent': 'Actual 2nd row of section', 'displayOrder': 14, 'showsRawNoteText': True, 'sourceListingNoteId': 810}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1593533,False,False,Row 2,False,2144866,"¥2,144,866","¥2,144,866",10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/471_1530775/0.jpg?im=Resize=(500,271)&v=771",6 hours ago,8,False,False,False,False,VNmzPi8XmJ5RZpmv24M1jHKfH%2bXSEBPR8xYH6UuSN18%3d,False,2026-07-18T03:03:41.5300000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13388321729,False,E01C8405-F57E-416F-B208-820727938F0A,False,False,True,4,8.28813469990536,1.195032793,,,,,"[{'message': 'Great Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Hidden gem', 'qualifier': ""Fans haven't spotted this one yet"", 'hasValue': True, 'messageType': 'HiddenGem'}, {'message': 'Second Row', 'qualifier': 'Premium close-up view', 'hasValue': True, 'messageType': 'SecondRowTicketAttributeBased'}]",[810],,,,,,,,,,,,,,,,
13354520864,153020449,347,122940,347,2,16,5_7,,,5,False,False,3,,False,False,"[1, 2, 3]",407,Upper,3,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113976,False,False,Row 16,False,2157935,"¥2,157,935","¥2,157,935",10,Mobile Transfer ticket,3,1,EUR,JPY,5059.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/407_122940/0.jpg?im=Resize=(500,271)&v=771",3 days ago,5,False,False,False,False,PKB1Vpvak4jBcC%2boMr7S1Ss%2bwfd9r8vBN3ErjH1YiCo%3d,False,2026-07-15T00:57:58.7930000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13354520864,False,986D2D90-BE8C-45B4-9515-E3A4519835CF,False,False,True,2,4.555226813775057,0.7558231346,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13385101871,153020449,221A,1530781,221A,2,11,_,,,,False,False,3,,False,False,"[1, 3]",471,Middle,3,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1593585,False,False,Row 11,False,2163452,"¥2,163,452","¥2,163,452",10,Mobile Transfer ticket,3,1,GBP,JPY,8000.0,GBP,"https://img.vggcdn.net/img/vfsimage2/812551/471_1530781/0.jpg?im=Resize=(500,271)&v=771",14 hours ago,6,False,False,False,False,tmZUaTnVJyWcGWEgMA0DOem1uoRxR%2fSa%2bQzOolB2CKM%3d,False,2026-07-17T18:43:25.3670000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13385101871,False,8881B2A5-FEE0-4ACE-BC49-8C2FE967A9A2,False,False,True,3,5.965763501353798,0.9048350685,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],"¥3,113,155",31.0,"¥949,703",Last tickets,True,,,,,,,,,,,
13388469612,153020449,101,122782,101,2,17,2_2,2,2,2,False,False,1,,False,False,[1],594,Lower,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2112071,False,False,Row 17,False,2181321,"¥2,181,321","¥2,181,321",10,Mobile Transfer ticket,3,1,USD,JPY,,USD,"https://img.vggcdn.net/img/vfsimage2/812551/594_122782/0.jpg?im=Resize=(500,271)&v=771",5 hours ago,9,False,False,False,False,sB%2f1%2ffajjJOB07%2bGpg7%2f1fZEIXe%2fHG96lvXYGzbtTbA%3d,False,2026-07-18T03:45:19.0200000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13388469612,False,6DEAA2FD-7E60-4F9D-8915-716A49C7913F,False,False,True,5,8.968582225546246,1.387036462,,,,,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13388710306,153020449,101,122782,101,2,15,19_19,19,19,19,False,False,1,,False,False,[1],594,Lower,1,True,"[{'listingNoteId': 1706, 'listingNoteContentId': 2731454, 'formattedListingNoteContent': 'Standing 16+', 'listingNoteTypeId': 2, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 2731455, 'formattedListingNoteDescription': 'Must be over 16 to be in standing area'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 24, 'formattedListingNoteContent': 'Standing 16+', 'displayOrder': 24, 'showsRawNoteText': True, 'sourceListingNoteId': 1706}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2112069,False,False,Row 15,False,2189216,"¥2,189,216","¥2,189,216",10,Mobile Transfer ticket,3,1,USD,JPY,10990.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/594_122782/0.jpg?im=Resize=(500,271)&v=771",4 hours ago,9,False,False,False,False,Yd%2fglyEviL67%2fan85iD4oLU7O3cNptoq1irhF%2bljN5k%3d,False,2026-07-18T04:29:36.5570000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13388710306,False,9053476B-A9F4-4CF2-931D-49E1034A69BF,False,False,True,5,9.071660702927037,1.426116576,,,,,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
13378238832,153020449,103,122783,103,2,41,18_18,18,18,18,False,False,1,,False,False,[1],594,Lower,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2112145,False,False,Row 41,False,2195155,"¥2,195,155","¥2,195,155",10,Mobile Transfer ticket,3,1,MXN,JPY,205510.0,MXN,"https://img.vggcdn.net/img/vfsimage2/812551/594_122783/0.jpg?im=Resize=(500,271)&v=771",yesterday,6,False,False,False,False,qI9zRs1G2UL0CRuZv6IU6ftwvwU69XdCa7BD2YaRIvo%3d,False,2026-07-17T00:41:35.0770000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13378238832,False,CFBB49EF-D6B5-45B7-9ED5-FEA47FA3FEC5,False,False,True,3,6.460624432493751,0.9738733428,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section is in the top 10% of sections for this event when ranked based on a count of successful sales over the past 7 days on our site,True,,,,,,,
13387134048,153020449,Category 1,1989399,Category 1,3,,_,,,,False,False,1,,False,False,[1],1245,Category 1,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",3325458,False,False,Row,True,2197975,"¥2,197,975","¥2,197,975",10,Mobile Transfer ticket,3,1,EUR,JPY,5827.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/1245_1989399/0.jpg?im=Resize=(500,271)&v=771",9 hours ago,8,False,False,True,False,MfBqly753I1gWJ%2fwGgAI09MkG0bngK0SfMew7IRRk1g%3d,False,2026-07-17T23:10:37.3770000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13387134048,False,A238C5BF-A515-45E8-A5E9-6D8E5A65968C,False,False,True,4,8.37727419500343,1.2394394,,,,,"[{'message': 'Great Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],"¥2,819,109",22.0,"¥621,134",Last ticket,True,,,,,,,,,,,
13354336552,153020449,316,122909,316,2,11,_,,,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",703858,False,False,Row 11,False,2214122,"¥2,214,122","¥2,214,122",10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122909/0.jpg?im=Resize=(500,271)&v=771",3 days ago,5,False,False,False,False,2ehKFVWZUwEhhDRzB4C%2fCjPO5qEgQsIuazHfATOZWtc%3d,False,2026-07-15T00:36:36.5770000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13354336552,False,A418D5CC-4A68-472C-AE21-70C5EA17C42A,False,False,True,3,5.121900335523385,0.8436374913,,,,,"[{'message': 'Popular Pick', 'qualifier': '4 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,,,,
