id,eventId,section,sectionId,sectionMapName,sectionType,row,seat,seatFromInternal,hasSeatDetails,hasSeatDetailsExpansion,availableTickets,formattedFees,showRecentlySold,showPartnershipLogo,availableQuantities,ticketClass,ticketClassName,maxQuantity,hasListingNotes,listingNotes,listingNoteBuckets,rowId,isUsersListing,isPreUploaded,rowContent,isSpeculativeRow,rawPrice,price,formattedTotalPrice,strikeThroughPrice,strikeThroughDiscountPercent,strikeThroughAmountOff,ticketTypeId,ticketTypeName,ticketTypeGroupId,listingTypeId,listingCurrencyCode,buyerCurrencyCode,faceValue,faceValueCurrencyCode,vfsUrl,formattedActiveSince,formattedDealScore,isSeatedTogether,showVfsInListing,hideSeatAndRowInfo,isUnmappedSection,aipHash,isMLBVerified,createdDateTime,showCheapestTag,showBestDealTag,showBestDealInSectionTag,showFanFavoriteTag,showBestViewTag,showTopChoiceTag,topChoiceBucket,isMostAffordable,winningMerchTags,isZoneTicketClass,isSponsored,isSponsoredSecondary,isMirrorListing,crossSellSource,isCheapestListing,isFavorite,aggregateFavorites,listingId,canBeRelisted,listingImpressionId,isBetterValueListing,hasRowLevelVfs,isDealScoreEligibleForDisplay,inventoryListingScore.starRating,inventoryListingScore.dealScore,inventoryListingScore.seatQualityScore,lastTicketInSectionMessage.message,lastTicketInSectionMessage.hasValue,listingHighlightData.highlightSiteMessagesWithType,listingHighlightData.listingNoteIdsReplacedByHighlight,seatFrom,seatTo,bestPriceTagMessage.message,bestPriceTagMessage.disclaimer,bestPriceTagMessage.hasValue,bestPriceTagMessage.featureTrackingKey,bestSellingInSectionMessage.message,bestSellingInSectionMessage.disclaimer,bestSellingInSectionMessage.hasValue,suppressedMerchTags,bestDealTagMessage.message,bestDealTagMessage.hasValue,bestDealTagMessage.featureTrackingKey
13393672217,153020449,316,122909,316,2,21,26_26,26,False,False,1,,False,False,[1],407,Upper,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",703868,False,False,Row 21,False,1556842,"¥1,556,842","¥1,556,842",,,,10,Mobile Transfer ticket,3,1,EUR,JPY,5575.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/407_122909/0.jpg?im=Resize=(500,271)&v=771",5 hours ago,5,False,False,False,False,RcN0DmceGIRGw94Jh7CY%2frx6Z5za62eik3AspDWxSzA%3d,False,2026-07-18T23:42:22.4470000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13393672217,False,187EE876-3F2F-4AC3-9829-CAA883F64FA1,False,False,True,2,4.788044745605834,0.6738856482,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],26,26,,,,,,,,,,,
13394062403,153020449,340,122933,340,2,20,_,,False,False,1,,False,False,[1],407,Upper,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704392,False,False,Row 20,False,1547842,"¥1,547,842","¥1,547,842",,,,10,Mobile Transfer ticket,3,1,USD,JPY,7380.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122933/0.jpg?im=Resize=(500,271)&v=771",3 hours ago,7,False,False,False,False,00JBLsnMZUvfxGxyVU9y7SBj%2birfZO57hN7VjwYyxJk%3d,False,2026-07-19T01:31:44.3170000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13394062403,False,ED3ADE0D-838E-4908-993F-6BDE7C365DC6,False,False,True,3,6.568322994894229,0.8389602093,Last ticket,True,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13393295027,153020449,330,122923,330,2,13,100_101,100,False,False,2,,False,False,"[1, 2]",407,Upper,2,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113908,False,False,Row 13,False,1592838,"¥1,592,838","¥1,592,838",,,,10,Mobile Transfer ticket,3,1,AED,JPY,400.0,AED,"https://img.vggcdn.net/img/vfsimage2/812551/407_122923/0.jpg?im=Resize=(500,271)&v=771",6 hours ago,6,False,False,False,False,BF6Ub8mFT6LbcRzN62%2bqgo3GQ19l9ePw2pKHtlk3B38%3d,False,2026-07-18T22:37:00.6530000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13393295027,False,C8C62E6E-41C4-47BD-B9C5-CB9A94807047,False,False,True,3,6.2551707121707825,0.8303966184,Last tickets,True,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13375352152,153020449,328,122921,328,2,18,_,,False,False,2,,False,False,"[1, 2]",407,Upper,6,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113869,False,False,Row 18,False,1583372,"¥1,583,372","¥1,583,372","¥2,460,818",36.0,"¥877,446",10,Mobile Transfer ticket,3,1,EUR,JPY,5000.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/407_122921/0.jpg?im=Resize=(500,271)&v=771",2 days ago,5,False,False,False,False,zxKOoWlsAPBQigQQAwe1vss6bg225wGJNg%2fP6ZN1sF8%3d,False,2026-07-16T18:57:40.9300000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13375352152,False,D5C12456-0A89-49D7-B374-ECE97BF653FA,False,False,True,3,5.427456362974938,0.7498012202,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section is in the top 10% of sections for this event when ranked based on a count of successful sales over the past 7 days on our site,True,,,,
13394388066,153020449,306,122899,306,2,12,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113687,False,False,Row 12,False,1558827,"¥1,558,827","¥1,558,827",,,,10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122899/0.jpg?im=Resize=(500,271)&v=771",an hour ago,6,False,False,False,False,Z9pJ4JG9OgSLf39bgztMYkkGGcIy42D4n9ys1QNqXb0%3d,False,2026-07-19T03:01:50.1000000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13394388066,False,10DD2C1D-061D-45BF-BA4F-D1B12A1AB0D2,False,False,True,3,5.824700095240587,0.7721397974,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section is in the top 10% of sections for this event when ranked based on a count of successful sales over the past 7 days on our site,True,,,,
13391210503,153020449,315,122908,315,2,3,14_14,14,False,False,1,,False,False,[1],478,Loge,1,True,"[{'listingNoteId': 2027, 'listingNoteContentId': 3415845, 'formattedListingNoteContent': 'Third Row of Section', 'listingNoteTypeId': 6, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3415845, 'formattedListingNoteDescription': 'Third Row of Section'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 14, 'formattedListingNoteContent': 'Third Row of Section', 'displayOrder': 14, 'showsRawNoteText': True, 'sourceListingNoteId': 2027}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1591059,False,False,Row 3,False,1561702,"¥1,561,702","¥1,561,702","¥3,032,945",49.0,"¥1,471,243",10,Mobile Transfer ticket,3,1,USD,JPY,,USD,"https://img.vggcdn.net/img/vfsimage2/812551/478_122908/0.jpg?im=Resize=(500,271)&v=771",14 hours ago,8,False,False,False,False,3jPJBuXrFnxhnqHHBJTWTwuN2STPYsA7ePEz7bZw%2bYc%3d,False,2026-07-18T14:23:07.1370000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13391210503,False,F8906F31-A61C-4C57-8AE4-E30F204C3015,False,False,True,4,8.471641550850595,1.117035356,,,"[{'message': 'Great Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}, {'message': 'Third Row', 'qualifier': 'Excellent proximity to the action', 'hasValue': True, 'messageType': 'ThirdRowTicketAttributeBased'}]",[2027],14,14,,,,,,,,,,,
13394497387,153020449,343,122936,343,2,17,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704455,False,False,Row 17,False,1560037,"¥1,560,037","¥1,560,037",,,,10,Mobile Transfer ticket,3,1,USD,JPY,7900.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122936/0.jpg?im=Resize=(500,271)&v=771",an hour ago,6,False,False,False,False,kr45zvk3e8P%2b4Kpmvo1Zd%2fn%2bhw3mZylQ4gmHkZwNuQ8%3d,False,2026-07-19T03:32:36.8370000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13394497387,False,8C1D2993-D737-4677-B859-F9C79F90CCA6,False,False,True,3,5.661969910359071,0.7584437357,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13394497404,153020449,344,122937,344,2,18,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704478,False,False,Row 18,False,1560037,"¥1,560,037","¥1,560,037",,,,10,Mobile Transfer ticket,3,1,USD,JPY,7900.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122937/0.jpg?im=Resize=(500,271)&v=771",an hour ago,5,False,False,False,False,kr45zvk3e8P%2b4Kpmvo1Zd%2fn%2bhw3mZylQ4gmHkZwNuQ8%3d,False,2026-07-19T03:32:37.0330000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13394497404,False,829D0B22-9CC7-4776-AFF6-498434C52742,False,False,True,3,5.15574048159049,0.7171692431,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13346407517,153020449,303,122896,303,2,25,_,,False,False,2,,False,False,"[1, 2]",407,Upper,2,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113634,False,False,Row 25,False,1561078,"¥1,561,078","¥1,561,078","¥2,460,824",37.0,"¥899,746",10,Mobile Transfer ticket,3,1,EUR,JPY,3350.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/407_122896/0.jpg?im=Resize=(500,271)&v=771",5 days ago,5,False,False,False,False,ih5yLaB%2bbAWOZ3W4QSWECQj5E%2f1S%2fkdNZ4R6YyFGTC8%3d,False,2026-07-14T00:59:39.5300000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13346407517,False,1286896F-9177-4D2F-A922-045779C0F2CC,False,False,True,3,5.181036584537249,0.7196045196,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13392419781,153020449,322,122915,322,2,12,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113733,False,False,Row 12,False,1572869,"¥1,572,869","¥1,572,869",,,,10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122915/0.jpg?im=Resize=(500,271)&v=771",9 hours ago,6,False,False,False,False,b8DNvFWugn%2bq%2bZQ7Md05WcQe4a1%2b%2fFUSDjEW62nA%2bOM%3d,False,2026-07-18T18:59:37.5630000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13392419781,False,DE30E03D-571B-4B7F-BC09-1F70D4761CF5,False,False,True,3,5.644407127137517,0.7631595036,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section has the highest count of successful sales for this event over the past 7 days on our site,True,,,,
13394485896,153020449,342,122935,342,2,15,_,,False,False,4,,False,False,"[1, 2, 3, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704431,False,False,Row 15,False,1594838,"¥1,594,838","¥1,594,838",,,,10,Mobile Transfer ticket,3,1,USD,JPY,0.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122935/0.jpg?im=Resize=(500,271)&v=771",an hour ago,6,False,False,False,False,8y%2bxyDVa4wPlKr8wvJ0M91wFHfK9uRnOjSsNM3HZglI%3d,False,2026-07-19T03:27:41.2970000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13394485896,False,FDE1012E-CDDB-4400-B865-D21E0F897753,False,False,True,3,5.929780236965362,0.7997160059,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13394497386,153020449,344,122937,344,2,17,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704477,False,False,Row 17,False,1560037,"¥1,560,037","¥1,560,037",,,,10,Mobile Transfer ticket,3,1,USD,JPY,7900.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122937/0.jpg?im=Resize=(500,271)&v=771",an hour ago,5,False,False,False,False,kr45zvk3e8P%2b4Kpmvo1Zd%2fn%2bhw3mZylQ4gmHkZwNuQ8%3d,False,2026-07-19T03:32:36.8070000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13394497386,False,61FE51D0-2019-4E9C-90E5-6C8427BF1655,False,False,True,3,5.277118971299995,0.7266507738,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13392497046,153020449,322,122915,322,2,10,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113731,False,False,Row 10,False,1614991,"¥1,614,991","¥1,614,991",,,,10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122915/0.jpg?im=Resize=(500,271)&v=771",9 hours ago,5,False,False,False,False,Fxbu4VDYgLDCLwfIWoWbIk%2fBJSEk9IXiHu2YRIKTYM8%3d,False,2026-07-18T19:21:36.7900000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13392497046,False,2CBDF4DA-94C2-43D3-B93E-1C6220800D21,False,False,True,3,5.493149073096385,0.7703825723,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section has the highest count of successful sales for this event over the past 7 days on our site,True,,,,
13394647246,153020449,343,122936,343,2,7,2_2,2,False,False,1,,False,False,[1],407,Upper,1,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",704445,False,False,Row 7,False,1607694,"¥1,607,694","¥1,607,694",,,,10,Mobile Transfer ticket,3,1,USD,JPY,0.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122936/0.jpg?im=Resize=(500,271)&v=771",37 minutes ago,7,False,False,False,False,xWNUFZZ%2fZnSfcOGT6IERIOT3R2%2bU8xcLuREidUEQ1iw%3d,False,2026-07-19T04:11:28.0300000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13394647246,False,37CCF49F-8CFE-4579-92A7-0F1242DB1CC2,False,False,True,3,6.50816733330534,0.8648162098,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13392497058,153020449,322,122915,322,2,11,_,,False,False,4,,False,False,"[1, 2, 4]",407,Upper,4,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113732,False,False,Row 11,False,1600951,"¥1,600,951","¥1,600,951",,,,10,Mobile Transfer ticket,3,1,USD,JPY,5785.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/407_122915/0.jpg?im=Resize=(500,271)&v=771",9 hours ago,6,False,False,False,False,ySESP6g0tbpgVaFh8qLEE01rz%2bWtP%2bif7p43QskAgGI%3d,False,2026-07-18T19:21:37.2630000Z,False,False,False,True,False,False,0,False,[6],False,False,False,False,0,False,False,0,13392497058,False,8BE42397-A7F6-4A32-B81F-404D4F395DA6,False,False,True,3,5.529157676690803,0.7667625991,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,Fan favorite,This section has the highest count of successful sales for this event over the past 7 days on our site,True,,,,
13375358480,153020449,347,122940,347,2,25,_,,False,False,2,,False,False,"[1, 2]",407,Upper,6,True,"[{'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",2113985,False,False,Row 25,False,1605667,"¥1,605,667","¥1,605,667","¥2,460,811",35.0,"¥855,144",10,Mobile Transfer ticket,3,1,EUR,JPY,5000.0,EUR,"https://img.vggcdn.net/img/vfsimage2/812551/407_122940/0.jpg?im=Resize=(500,271)&v=771",2 days ago,5,False,False,False,False,2%2bSUbCwunDlnJVgt5bQkDoFhzEApUP4cCxdR1tO%2bNz4%3d,False,2026-07-16T18:58:16.2100000Z,False,False,False,False,False,False,0,False,,False,False,False,False,0,False,False,0,13375358480,False,58B79D92-6024-4C7F-B087-CE5C9F48BB17,False,False,True,2,4.904478130080918,0.7116350248,,,"[{'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}]",[],,,,,,,,,,,,,
13394352315,153020449,312,122905,312,2,3,_,,False,False,1,,False,False,[1],478,Loge,1,True,"[{'listingNoteId': 2027, 'listingNoteContentId': 3415845, 'formattedListingNoteContent': 'Third Row of Section', 'listingNoteTypeId': 6, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3415845, 'formattedListingNoteDescription': 'Third Row of Section'}, {'listingNoteId': -1, 'listingNoteContentId': 3338094, 'formattedListingNoteContent': 'Clear view', 'listingNoteTypeId': 3, 'showToBuyer': True, 'hideInMock': False, 'siteAddedListingNote': False, 'aisleListingNoteWithSplit': False, 'listingNoteDescriptionContentId': 3338095, 'formattedListingNoteDescription': ""You'll have an unrestricted view of the show.""}]","[{'listingNoteBucketId': 14, 'formattedListingNoteContent': 'Third Row of Section', 'displayOrder': 14, 'showsRawNoteText': True, 'sourceListingNoteId': 2027}, {'listingNoteBucketId': 27, 'formattedListingNoteContent': 'Clear view', 'displayOrder': 8, 'showsRawNoteText': True, 'sourceListingNoteId': -1}]",1591046,False,False,Row 3,False,1610270,"¥1,610,270","¥1,610,270",,,,10,Mobile Transfer ticket,3,1,USD,JPY,0.0,USD,"https://img.vggcdn.net/img/vfsimage2/812551/478_122905/0.jpg?im=Resize=(500,271)&v=771",an hour ago,9,False,False,False,False,r%2fDrzAjg%2bq3JfRMY1MfUm6sKitddjE2p7SGdwPsS9pc%3d,False,2026-07-19T02:52:26.1870000Z,False,False,False,False,False,False,0,False,[7],False,False,False,False,0,False,False,0,13394352315,False,B1EB290A-B611-4C20-AFC3-A2D2F63C51CB,False,False,True,5,8.639214548463501,1.195021198,Last ticket,True,"[{'message': 'Amazing Value', 'qualifier': 'Based on price, view, seat quality and more', 'hasValue': True, 'messageType': 'ValueBased'}, {'message': 'Popular Pick', 'qualifier': '70 tickets sold for this event', 'hasValue': True, 'messageType': 'BoughtInLastHourSocialProofBased'}, {'message': 'Third Row', 'qualifier': 'Excellent proximity to the action', 'hasValue': True, 'messageType': 'ThirdRowTicketAttributeBased'}]",[2027],,,,,,,,,,,,,
